1	51	51	1	25.05507180936116	51	
1	486	486	2	21.98695817024441	486	
1	12	12	3	20.72787817315684	12	
1	184	184	4	19.242587466122195	184	
1	878	878	5	18.257708416426983	878	
1	573	573	6	16.77241514110718	573	
1	665	665	7	14.923395093430525	665	
1	746	746	8	13.7557520390895	746	
1	944	944	9	13.462667853243094	944	
1	141	141	10	13.353771708377367	141	
1	13	13	11	13.05674604850288	13	
1	879	879	12	12.975829035112143	879	
1	747	747	13	12.141416491120726	747	
1	359	359	14	12.130638954218515	359	
1	78	78	15	12.03091907812035	78	
1	435	435	16	12.005393580116753	435	
1	1361	1361	17	11.753619782007867	1361	
1	876	876	18	11.728834461662892	876	
1	453	453	19	11.205205404330107	453	
1	14	14	20	11.175842127635962	14	
1	172	172	21	11.075991941666246	172	
1	219	219	22	10.861373427655456	219	
1	56	56	23	10.69800795671485	56	
1	252	252	24	10.685796330389058	252	
1	663	663	25	10.64615295834879	663	
1	1144	1144	26	10.390576703933437	1144	
1	332	332	27	10.256471901714523	332	
1	1268	1268	28	10.235968647021611	1268	
1	1003	1003	29	10.184865482385698	1003	
1	1263	1263	30	10.15025596495176	1263	
1	329	329	31	10.106995481859247	329	
1	1340	1340	32	10.094909002661119	1340	
1	875	875	33	10.030229935779584	875	
1	1328	1328	34	9.84483142521811	1328	
1	1186	1186	35	9.72016207709394	1186	
1	374	374	36	9.59994022526155	374	
1	792	792	37	9.599851696334854	792	
1	685	685	38	9.20795713129511	685	
1	526	526	39	9.06014939285136	526	
1	195	195	40	9.058910212141853	195	
1	29	29	41	8.94378575033457	29	
1	202	202	42	8.93942534465238	202	
1	253	253	43	8.880722305362667	253	
1	1169	1169	44	8.756944644150765	1169	
1	378	378	45	8.745697779523413	378	
1	414	414	46	8.741704791554671	414	
1	293	293	47	8.670584048476497	293	
1	982	982	48	8.615262075208935	982	
1	280	280	49	8.527100172638686	280	
1	584	584	50	8.501250401608353	584	
1	874	874	51	8.475026418299551	874	
1	729	729	52	8.47451353919136	729	
1	104	104	53	8.411418926466185	104	
1	576	576	54	8.388963718287044	576	
1	606	606	55	8.327577822708994	606	
1	491	491	56	8.206148709662148	491	
1	629	629	57	8.20092455670566	629	
1	305	305	58	8.142645261868799	305	
1	1155	1155	59	8.142175536323684	1155	
1	1335	1335	60	8.079661678833062	1335	
1	1147	1147	61	8.079013892713686	1147	
1	1305	1305	62	8.05541184618459	1305	
1	719	719	63	7.917588652589958	719	
1	1338	1338	64	7.891558514533116	1338	
1	1158	1158	65	7.89043385876168	1158	
1	1042	1042	66	7.805260836870602	1042	
1	1163	1163	67	7.785216035555267	1163	
1	1194	1194	68	7.77358755721543	1194	
1	781	781	69	7.771622339675716	781	
1	283	283	70	7.718517945216249	283	
1	102	102	71	7.668062892917499	102	
1	1034	1034	72	7.623837644288184	1034	
1	101	101	73	7.6022247596265515	101	
1	328	328	74	7.596814914303582	328	
1	811	811	75	7.578981072372166	811	
1	25	25	76	7.547592500869042	25	
1	707	707	77	7.542888530873037	707	
1	817	817	78	7.5377276616376205	817	
1	588	588	79	7.510950419434623	588	
1	240	240	80	7.424087677221117	240	
1	799	799	81	7.419826942699922	799	
1	726	726	82	7.369203059897194	726	
1	640	640	83	7.306093410007464	640	
1	925	925	84	7.296804575154789	925	
1	1219	1219	85	7.218832687202779	1219	
1	315	315	86	7.1490577604050785	315	
1	717	717	87	7.144690925496134	717	
1	497	497	88	7.121268578285922	497	
1	142	142	89	7.087168478012693	142	
1	302	302	90	6.999483907752021	302	
1	429	429	91	6.993613688929104	429	
1	220	220	92	6.950374318513551	220	
1	1300	1300	93	6.912623979281773	1300	
1	415	415	94	6.879180918075996	415	
1	193	193	95	6.8658485238495865	193	
1	1101	1101	96	6.862413694193664	1101	
1	251	251	97	6.841069384105425	251	
1	585	585	98	6.820450745425004	585	
1	345	345	99	6.794408423557133	345	
1	481	481	100	6.788121359858148	481	
2	1412	12	1	30.936911671936453	12	
2	1451	51	2	18.096406605394954	51	
2	2146	746	3	17.75463395927273	746	
2	2569	1169	4	15.248978942574643	1169	
2	1500	100	5	14.852147298702212	100	
2	2489	1089	6	14.092275774351474	1089	
2	1584	184	7	13.949705552098521	184	
2	1541	141	8	13.676297342996069	141	
2	1414	14	9	13.196343757737829	14	
2	2210	810	10	12.956542949242928	810	
2	2124	724	11	12.926801244232674	724	
2	1572	172	12	12.425766108186806	172	
2	2284	884	13	12.420910048983867	884	
2	1492	92	14	12.202365980089013	92	
2	2780	1380	15	11.794101151759023	1380	
2	2570	1170	16	11.77638346083409	1170	
2	2761	1361	17	11.702073593808436	1361	
2	1478	78	18	11.479045586453234	78	
2	2100	700	19	11.467559541582402	700	
2	2309	909	20	11.412500583648347	909	
2	2663	1263	21	11.337031558484222	1263	
2	1653	253	22	11.293694476146351	253	
2	1684	284	23	11.147375561743845	284	
2	2192	792	24	11.086906382223168	792	
2	2147	747	25	11.053846728727546	747	
